1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,7,0,0,0,0,0,0,0,0,0,10,9,9,9,9
1,1,1,1,1,1,1,1,0,3,0,3,0,1,1,1,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,3,0,3,0,1,1,7,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,15
1,1,1,1,1,1,1,1,8,0,0,0,14,1,8,16,3,16,16,0,0,15,0,0,0,0,0,0,16,16,0,0,0,0,16,0
1,1,1,1,1,1,1,1,8,3,2,0,14,1,8,0,0,16,0,16,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,11,0,12,1,1,8,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,22,1,1,1,8,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,15,0,15,0,0,0
1,1,1,1,1,1,1,1,1,8,0,14,1,7,17,0,0,0,3,2,2,2,2,2,3,0,0,16,0,0,0,0,15,0,0,0
1,1,1,1,1,1,1,1,1,8,0,14,8,0,17,0,0,0,3,2,2,2,2,2,3,16,0,0,0,0,0,0,0,15,15,0
1,1,1,1,1,1,1,1,1,7,15,10,7,0,17,0,0,0,3,2,2,2,2,2,3,0,0,0,15,16,0,0,0,0,15,0
9,9,9,9,9,9,9,9,7,16,15,0,0,0,19,29,0,0,3,2,2,2,2,2,3,0,0,0,0,16,16,0,0,16,15,0
0,0,0,0,0,0,0,0,16,16,15,0,0,0,0,18,0,0,3,3,3,2,3,3,3,0,0,0,0,0,16,0,0,0,0,0
0,0,0,0,16,0,0,0,16,16,15,0,0,0,16,15,0,0,0,0,0,15,0,0,0,16,0,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,16,0,16,16,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,3,0,0,16,0,0,0,0,0
0,16,16,0,16,0,16,0,15,16,15,15,15,0,0,0,0,0,0,0,15,15,0,0,0,0,3,16,0,0,0,0,0,15,0,0
0,16,0,0,0,0,0,0,3,16,15,0,15,15,0,0,0,0,15,15,15,15,0,0,0,0,16,0,16,0,16,0,0,0,16,0
0,0,16,0,16,0,16,0,16,16,15,15,0,15,0,0,0,15,15,0,0,3,0,0,16,0,16,16,16,0,0,0,16,0,0,0
0,0,0,0,0,0,0,0,15,16,15,15,16,15,16,15,15,15,15,0,3,0,3,0,0,16,16,0,0,0,0,0,0,0,0,0
0,16,16,16,15,16,16,15,16,16,16,16,16,15,16,16,16,16,16,16,0,16,16,16,16,15,15,16,0,0,16,0,0,0,16,0
0,0,0,16,16,16,16,0,0,0,0,0,0,15,0,0,16,16,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0
0,0,16,0,0,16,0,0,16,0,16,0,0,15,16,0,0,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,16,0
0,0,16,0,0,16,16,0,16,16,0,0,0,15,0,0,0,0,0,0,0,15,0,0,16,16,0,16,16,0,16,0,0,0,0,0
0,0,0,0,16,0,16,16,16,16,0,0,15,15,0,0,0,16,0,0,0,0,0,0,0,16,16,0,16,0,16,15,16,0,0,0
0,0,0,16,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,16,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
